engine_id,aircraft_id,flight_datetime,flight_phase,engine_position,n1_modifier,number_blades,engine_family,engine_type,manufacturer,ZHPTAC,ZLPTAC,ZPCN12,ZPCN25,ZPHSF,ZPHSR,ZPN12R,ZPOIL,ZPS3,ZT1AB,ZT3,ZT49,ZTAMB,ZTLA,ZTNAC,ZTOIL,ZVB1F,ZVB1R,ZVB2F,ZVB2R,ZVSV,ZWF36,IHPSOV,aircraft_family,aircraft_type,aircraft_grp,ac_manufacturer,AGW,CAS,IAI,IVS12,SAT,ZALT,ZT1A,ZVIAS,ZWBP1,ZWBP1_8E,ZWBP2,ZWBP2_8E,ZXM,IBE,IBP,IAIE
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2022-06-01 09:04:07,TAKEOFF,2,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,84.75,88.5781021,,,84.2656021,86.7619019,288.312012,18.2656002,472.375,810.125,15.6000004,75.0625,,49.9902,0.304686993,,,1.07811999,0.75,4485.62012,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,0.0,,,769.0,19.7000008,172.5,,0.0,,0.0,0.264999986,1.0,1.0,0.0
8795a3b0ee5404d35e8c3d2ad94a55b22f7b2e568efba04b2c23d94a3c4dfbd4,ef5ec0d22c1776b52e64a0765776f5d8f363f292be50256f93a3f6be5b2f5042,2022-04-25 04:02:39,CRUISE,2,5.0,24.0,CFM56-7,CFM56-7B27/B1,CFM INTERNATIONAL,,,86.1200027,91.0,,,,49.0,,,,615.900024,,,,96.0,0.330000013,,,,,2511.30005,,B737,B737-800,B737-83N,BOEING,128077.5,,,0.0,-28.8799992,35980.6992,-28.75,,,,,,0.773299992,1.0,1.0,
1d5abbe2a96483ea172b32ecce512c7de77a1c1adf2d8cc7e22816dc09a9e4dd,681895134e12d2132ecc56553f60700e39506b19792295fe90305e0a174c3c0e,2022-05-21 00:34:40,CRUISE,2,1.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,85.25,90.1299973,,,,48.0,,,,604.0,,,,101.0,0.330000013,,,,,2308.19995,,B737,B737-800,B737-8LP,BOEING,8943.0,,,0.0,-17.4200001,37001.3984,-33.25,,,,,,0.759000003,1.0,1.0,
ec189cd9e8f2bab154fc6345761fff4ca4b796c1fb00db6c9199b1e056fafebc,a7f8c2d36b75e3e7b7038e42a3797c7f2d5ad5f98e96ad7f4d6278f12ccb4ea8,2022-01-24 21:54:16,TAKEOFF,2,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,89.0,93.8799973,,,,,,,,761.0,,,,,0.210999995,0.34799999,0.0599999987,0.0199999996,,,,B737,B737-800,B737-8Q8,BOEING,68.3069992,190.440002,0.0,0.0,-5.0,985.799988,-2.5,,,,,,0.292699993,1.0,1.0,1.0
3e53393060da1c8f955ddbb49902282adef3cefe0f901f82677de4f485e5b179,303231fa92aa011b1513cab089064e0147dfdcb582360b8995cc7ebc2d440984,2022-05-14 23:12:53,TAKEOFF,2,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,94.6200027,97.25,,,,,,,,837.0,,,,,0.180000007,0.25999999,0.0799999982,0.0500000007,,,,B737,B737-800,B737-8ZS,BOEING,71.7580032,186.410004,0.0,0.0,15.0,1565.0,17.0,,,,,,0.289299995,1.0,1.0,0.0
df30585e1be88075abd4e8335e07e4c0eebf4a4d9fff230e8d71ebd858269783,8479d1d788b0aa8950300ac38c75e2157c82839c6c1a9db692f2a7fc90a2f00f,2022-06-19 04:57:15,CRUISE,2,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,89.75,92.75,,,,47.0,,,,649.0,,,,100.0,0.389999986,,,,,2560.0,,B737,B737-800,B737-8GJ,BOEING,8943.0,,,0.0,-52.9099998,37991.3984,-25.25,,,,,,0.779999971,1.0,1.0,
34f11b9916038d00be5315931a0486f133c27f427829ae5df8249593e4f12c52,2a9bc42abbb7a7640b5e4c6323378d7ee9d87f3e1f46100c8d9896f4f4376693,2022-05-13 04:48:28,CRUISE,2,4.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,99.0,84.5999985,93.4000015,113.0,59.0,,40.0,,,,646.099976,,,96.0,86.0,0.100000001,1.29999995,0.200000003,0.0,3.5999999,2504.44824,,A320,A320-200,A320-214,AIRBUS,12839.707,245.0,,0.0,,37012.0,-17.7000008,,0.925940394,,0.925940394,,0.760999978,1.0,,
028863d05727f3cd71c448ce2a814b88b7b0be149446550245316b1ccfc3eb29,2a9bc42abbb7a7640b5e4c6323378d7ee9d87f3e1f46100c8d9896f4f4376693,2022-06-27 12:07:47,CRUISE,1,6.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,95.0,99.0,86.0999985,95.0,284.0,52.0,,41.0,,,,659.200012,,,108.0,81.0,0.0,0.100000001,0.200000003,0.0,2.20000005,2674.2041,,A320,A320-200,A320-214,AIRBUS,13274.0166,251.0,,0.0,,35997.0,-10.3999996,,0.925940394,,0.925940394,,0.759000003,1.0,,
f5c7d19cb8e54021d7c60a5bf9d8c430867c14e524a0bf93309452b30a8d60c2,beb81e71a33a62f368c0971987d5b5214214cd70acfd06d934c02b9f51958aa4,2022-04-25 02:12:56,CRUISE,2,5.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,99.0,84.0,92.0,299.0,50.0,,40.0,,,,614.0,,,65.0,85.0,0.300000012,0.800000012,0.200000003,0.0,2.29999995,2592.63306,,A320,A320-200,A320-214,AIRBUS,13615.7334,250.0,,0.0,,37016.0,-29.2000008,,0.925940394,,0.925940394,,0.774999976,1.0,,
b0e42606985470f2e2d77f1ad14bdd391637cc1f5c220b6d8510e285f55a1c48,ac5a9ee6985da1ed0780c817d7ac0cc5ec571d9c55f56cc453ffce5f9108d71e,2022-07-23 02:33:23,CRUISE,1,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,87.0311966,85.8125,,,92.6092987,75.7142029,128.0,-18.3125,424.187012,784.375,-43.9000015,61.0625,,84.4151001,0.591795981,,,1.35936999,-1.625,2017.5,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,,,,33001.0,-17.1000004,270.5,,28.3514996,,30.8202991,0.763999999,1.0,1.0,0.0
bf23db5ac85aa359c82cb8a18b0d0ce406fc40272a9b009ee01d62a88d4cfc61,fbffd6003fe1ed1df5bd092f3e50be71a87a91a44b72a7653820224da0f2cc0d,2022-07-07 07:32:09,CRUISE,1,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,84.1875,83.9531021,,,91.4842987,73.3649979,112.686996,-29.1093006,393.312012,715.75,-54.0999985,56.9687004,,88.3907013,0.617187023,,,1.40234005,-1.6875,1737.12,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,,,,35004.0,-28.2000008,260.700012,,31.4062004,,32.2187004,0.769999981,1.0,1.0,0.0
c2207b3de3850f5a92be953877e1d0c8a71dd2fcb7de62b4c82fafad0fc6e3f5,8547bf07827e47d4bb1917a90faaee23ab44ca895044ab4bdedba161040a2b50,2022-04-19 06:44:39,TAKEOFF,1,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,89.2399979,95.3300018,,,,,,,,743.0,,,,,0.479999989,0.50999999,0.0500000007,0.0199999996,,,,B737,B737-800,B737-8LP,BOEING,65.3759995,206.309998,0.0,0.0,10.0,1876.40002,15.75,,,,,,0.321799994,1.0,1.0,0.0
8f8fb3683255984e762b983ad45248a5ba0cc04d2b709d777c13b4397e9687d0,681895134e12d2132ecc56553f60700e39506b19792295fe90305e0a174c3c0e,2022-05-18 02:18:26,TAKEOFF,1,3.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,92.2600021,95.8799973,,,,,,,,776.0,,,,,0.180000007,0.289999992,0.0299999993,0.0299999993,,,,B737,B737-800,B737-8LP,BOEING,66.4199982,177.940002,0.0,0.0,13.0,1730.09998,13.5699997,,,,,,0.2755,1.0,1.0,0.0
14aa1250a60229a6f0fc62e973fe757d076f897e4bc93a4238497af4fe06a00d,adb019dcde61d092941e0fec4e89b405130df238877e2611c330ae95a7266487,2022-05-23 04:04:41,CRUISE,1,6.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,99.0,84.5,93.0,350.0,348.0,,38.0,,,,615.400024,,,85.0,95.0,0.200000003,0.300000012,0.300000012,0.0,2.5999999,2581.61011,,A320,A320-200,A320-214,AIRBUS,13875.8779,252.0,,0.0,,37002.0,-24.7000008,,0.925940394,,0.925940394,,0.777999997,1.0,,
05bbd9e1b6f04a78e4f66f57d6386d85e5ffb14ea07ffbc23af2866a3c53d9fb,331c0fbf02fceebd6323b0fdf915cefa4f9d4ab74a915ebd848b468f43a47b08,2022-02-21 14:51:38,TAKEOFF,2,1.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,94.8799973,96.8799973,,,,,,,,803.0,,,,,0.400000006,0.430000007,0.129999995,0.0700000003,,,,B737,B737-800,B737-8LP,BOEING,72.9670029,186.559998,0.0,0.0,1.0,3927.5,9.75,,,,,,0.30250001,1.0,1.0,0.0
ac1401a6ef6a44145dac66c8de1c19512e9af0f373faf0307d457574c3537b89,30c6570a99d5554ca6975f2ca386e7d3af1b3b92dc063e0d34d90223f5d2e7dd,2022-06-23 08:20:58,CRUISE,1,4.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,99.0,83.4000015,92.1999969,336.0,27.0,,39.0,,,,600.099976,,,95.0,79.0,0.200000003,0.200000003,0.300000012,0.100000001,2.4000001,2405.24048,,A320,A320-200,A320-214,AIRBUS,12923.4824,244.0,,0.0,,38006.0,-28.3999996,,0.925940394,,0.925940394,,0.772000015,1.0,,
5f7a3f8e38df1ec0f02364d0b5a464a3ea6d0aa87f759933cf3c2728438a11f8,9e6647a763e39e1f7882d046d44909f291eb4ae660ca2ccf48631c970845b503,2022-04-24 11:52:27,TAKEOFF,1,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,93.1100006,96.3799973,,,,,,,,798.0,,,,,0.49000001,0.709999979,0.170000002,0.0299999993,,,,B737,B737-800,B737-8LP,BOEING,73.1669998,185.279999,0.0,0.0,4.0,2597.69995,9.75,,,,,,0.293500006,1.0,1.0,0.0
0db1e84aac0adc50ad8ffbda7846413a81cf384736f1d5500304021f81d8f977,18c6b6f84040725098b1bf26e6269ff898b9ab4ab5e7f64c2c7446ea563c3cd7,2022-05-19 21:47:17,CRUISE,2,4.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,99.0,84.5999985,93.8000031,22.0,355.0,,43.0,,,,624.799988,,,86.0,79.0,0.5,0.300000012,0.300000012,0.200000003,2.0999999,2711.68262,,A320,A320-200,A320-214,AIRBUS,13512.1162,258.0,,0.0,,35991.0,-21.3999996,,0.925940394,,0.925940394,,0.777999997,1.0,,
17347326abdfbcd8acc523a9069dba5f770f1f65ca9b2138d4dc8d0bbccd3b76,ac5a9ee6985da1ed0780c817d7ac0cc5ec571d9c55f56cc453ffce5f9108d71e,2022-04-14 04:03:53,TAKEOFF,2,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,85.3125,88.7342987,,,85.125,82.6984024,292.5,16.1718006,474.062012,803.625,13.3000002,75.3125,,67.6996002,0.21875,,,0.640625,0.25,4626.75,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,0.0,,,976.0,17.0,164.800003,,42.9842987,,40.5703011,0.252999991,1.0,1.0,0.0
e1a063d2c5bc592ebb322e1f0f908a3239bf2fd8688ecf8d2606978506039865,bfb95b0466bd9d6f5ee35971e34cd7020cbc2e4a8ee810e8d71843f5518cd313,2022-04-15 11:45:58,CRUISE,1,1.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,88.3799973,91.3799973,,,,52.0,,,,630.0,,,,97.0,0.340999991,,,,,2640.0,,B737,B737-800,B737-8GJ,BOEING,8943.0,,,0.0,-55.2299995,36974.3984,-31.25,,,,,,0.782000005,1.0,1.0,
9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,8b013b1be61b0047e5a6ea6771810d71f987831f5c93293fb7a2b6f458a41f35,2022-06-18 12:36:34,CRUISE,2,3.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,100.0,84.0,92.9000015,252.0,165.0,,39.0,,,,618.200012,,,115.0,87.0,0.0,0.600000024,0.300000012,0.0,2.79999995,2533.1084,,A320,A320-200,A320-214,AIRBUS,13811.9443,251.0,,0.0,,36992.0,-23.2000008,,0.925940394,,0.925940394,,0.77700001,1.0,,
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2022-07-02 21:54:01,CRUISE,2,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,93.7656021,88.5625,,,99.7656021,77.4284973,126.686996,-18.7031002,460.812012,874.875,-43.9000015,69.8125,,92.0951996,0.617187023,,,0.302733988,-3.4375,2178.62012,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,,,,36000.0,-17.1000004,252.699997,,28.9531002,,48.9217987,0.763999999,1.0,1.0,0.0
57853150cc5a1b88ce242b2b23c6debd1b2722bd15183f70c6ebb80768fa5722,7a8843ad8fc77c64ee93351cfe55a2c82284a4674a7f7b931a1457a7dee9cebd,2022-04-24 10:26:18,TAKEOFF,1,1.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,89.5,94.8799973,,,,,,,,742.0,,,,,0.720000029,0.800000012,0.0199999996,0.0199999996,,,,B737,B737-800,B737-8LP,BOEING,66.4800034,169.75,0.0,0.0,9.0,1340.0,12.25,,,,,,0.263000011,1.0,1.0,0.0
75f7a52561c81524430f1f2b83d40b61d4d1bdf83ab83751df31417fedba3ceb,86b6b690d8ede50869aa2562b655a65abd786d169572b4060391d545788f3b25,2022-03-18 23:48:24,TAKEOFF,2,2.0,24.0,CFM56-7,CFM56-7B27/B1,CFM INTERNATIONAL,,,91.5,95.0,,,,,,,,737.0,,,,,0.221000001,0.379999995,0.100000001,0.0700000003,,,,B737,B737-800,B737-83N,BOEING,69.7170029,178.029999,0.0,0.0,-3.0,1716.30005,-2.56999993,,,,,,0.277200013,1.0,1.0,0.0
14aa1250a60229a6f0fc62e973fe757d076f897e4bc93a4238497af4fe06a00d,adb019dcde61d092941e0fec4e89b405130df238877e2611c330ae95a7266487,2022-05-15 04:10:00,TAKEOFF,1,6.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,,,86.5999985,96.0999985,278.0,346.0,,,,,,728.0,,,,,0.400000006,0.400000006,0.100000001,0.100000001,,,,A320,A320-200,A320-214,AIRBUS,14931.8916,158.0,0.0,0.0,,2042.0,12.0,,1.12435615,,1.12435615,,0.247999996,1.0,,0.0
936373702b5cf6b56e7cebd5e02a5f203eb14421ca51f2725ade9a6f731c979c,a7f8c2d36b75e3e7b7038e42a3797c7f2d5ad5f98e96ad7f4d6278f12ccb4ea8,2022-06-15 15:22:12,CRUISE,1,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,88.3799973,91.5,,,,48.0,,,,646.0,,,,98.0,0.964999974,,,,,2480.0,,B737,B737-800,B737-8Q8,BOEING,135333.703,,,0.0,5.5999999,38040.1992,-31.25,,,,,,0.769999981,1.0,1.0,
e07d33a9d7b26c38679789d8be4dd433795e890f07651c14a6f26e47184e77a9,8547bf07827e47d4bb1917a90faaee23ab44ca895044ab4bdedba161040a2b50,2022-06-28 07:18:03,CRUISE,2,0.0,24.0,CFM56-7,CFM56-7B26,CFM INTERNATIONAL,,,91.1299973,93.1299973,,,,47.0,,,,654.599976,,,,108.0,0.129999995,,,,,2864.0,,B737,B737-800,B737-8LP,BOEING,8943.0,,,0.0,17.3899994,37046.0,-27.5,,,,,,0.778999984,1.0,1.0,
2894011980ac51a79c76f529c91c260440069540ea097772b5057d16fc002819,0e563c377fa1e2197ae4e3abe7474962c6aad1a3c451a5fe9917c8470d542457,2022-07-13 16:04:34,CRUISE,1,3.0,36.0,CFM56-5B,CFM56-5B3,CFM INTERNATIONAL,100.0,100.0,84.8000031,92.5999985,38.0,31.0,,40.0,,,,612.299988,,,67.0,79.0,0.0,0.0,0.0,0.0,2.20000005,2735.93335,,A320,A321-200,A321-211,AIRBUS,146276.531,255.0,,0.0,,35992.0,-27.7999992,,1.10230994,,1.10230994,,0.769999981,1.0,,
75f7a52561c81524430f1f2b83d40b61d4d1bdf83ab83751df31417fedba3ceb,86b6b690d8ede50869aa2562b655a65abd786d169572b4060391d545788f3b25,2022-04-18 13:15:32,CRUISE,2,2.0,24.0,CFM56-7,CFM56-7B27/B1,CFM INTERNATIONAL,,,89.6299973,92.5,,,,47.0,,,,647.0,,,,93.0,0.419999987,,,,,3024.0,,B737,B737-800,B737-83N,BOEING,159355.594,,,0.0,8.39999962,36022.0,-29.75,,,,,,0.791000009,1.0,1.0,
d30992e9569a65764ca6f0396d90e2e4ae497927e2aae75920d6140a0d266d63,32c4bc8b7f637d44be022e187b38499cf719eb57cfe9c33eec12d4d3d6836bdc,2022-07-02 21:04:00,CRUISE,1,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,91.4531021,87.625,,,97.25,71.9682007,122.875,-18.3125,449.312012,873.875,-44.2000008,70.4375,,92.7276993,0.644531012,,,0.595703006,-3.0,2061.87012,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,,,,35992.0,-17.7999992,250.899994,,28.9062004,,28.0702991,0.759000003,1.0,1.0,0.0
6dc714d821a73d97c06143281b622c4e45c791985425c83cf95d770d99a8feef,31baf613cc66c483d5576812d060e54d64275325be437fc612646a0557cdb2de,2022-02-28 15:09:25,TAKEOFF,2,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,81.9375,85.5625,,,84.875,91.6507034,282.0,-4.54687023,421.0,781.25,-8.19999981,75.4375,,44.0267982,0.546875,,,0.773437023,0.1875,4424.5,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,0.0,,,1313.0,-4.4000001,173.699997,,47.9295998,,41.8515015,0.268999994,1.0,1.0,0.0
904ef6e2228fcd5e19e0bfeebb725e197b6a1a2ff819cf637f0255b97cf1279b,32c4bc8b7f637d44be022e187b38499cf719eb57cfe9c33eec12d4d3d6836bdc,2022-04-26 19:06:10,TAKEOFF,2,0.0,28.0,CF34-8E,CF34-8E5,GE AIRCRAFT ENGINES,,,83.5625,87.1092987,,,84.9842987,87.5238037,292.062012,5.84375,446.375,814.5,3.5999999,75.5936966,,60.6520004,0.707031012,,,0.470703006,0.1875,4580.75,0.0,EMBRAER RJ,ERJ170,EMBRAER 170-100,EMBRAER,,,0.0,,,968.0,7.30000019,168.0,,41.4920998,,45.2187004,0.259000003,1.0,1.0,0.0
0bdbb6fafb9f58179ffce03597371ca6084dcb1f4dfe4426eb901207f0c5b5b2,8fd689ed3c47d7dea87039788ac47a91e691d6d0339e204fd04ba2fa413734dd,2022-05-08 05:15:17,CRUISE,1,0.0,36.0,CFM56-5B,CFM56-5B3,CFM INTERNATIONAL,100.0,95.0,86.1999969,93.6999969,317.0,313.0,,41.0,,,,635.0,,,79.0,83.0,1.0,1.0,0.0,0.0,2.4000001,3044.58032,,A320,A321-200,A321-211,AIRBUS,163516.672,266.0,,0.0,,33997.0,-22.0,,114.640244,,114.640244,,0.76700002,1.0,,
f0265f39ceb31d05b5ba935c2682b3281c13efa6f38b84b47a64dd244d292529,557fe9494c53f97663a1dc92ae8a1d4b4a95e4c3fe76c0c356b0570687b5d914,2022-06-19 02:44:44,CRUISE,2,3.0,36.0,CFM56-5B,CFM56-5B3,CFM INTERNATIONAL,100.0,83.0,86.0,93.5999985,303.0,225.0,,41.0,,,,646.400024,,,80.0,83.0,0.0,0.800000012,0.0,0.0,1.39999998,2991.66943,,A320,A321-200,A321-211,AIRBUS,15163.376,257.0,,0.0,,35999.0,-27.2000008,,1.10230994,,1.34481823,,0.776000023,1.0,,
9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,8b013b1be61b0047e5a6ea6771810d71f987831f5c93293fb7a2b6f458a41f35,2022-03-27 03:16:00,CRUISE,2,3.0,36.0,CFM56-5B,CFM56-5B4,CFM INTERNATIONAL,100.0,100.0,80.5999985,89.4000015,129.0,219.0,,39.0,,,,560.0,,,86.0,80.0,0.200000003,0.200000003,0.100000001,0.0,3.29999995,2427.28662,,A320,A320-200,A320-214,AIRBUS,14039.0205,250.0,,0.0,,35991.0,-39.7000008,,0.925940394,,0.947986603,,0.759000003,1.0,,
