flight_datetime,flight_phase,engine_id,BRAT,DEGT,DELFN,DELN1,DELVSV,DPOIL,EGTC,EGTHDM,EGTHDM_D,GEGTMC,GN2MC,GPCN25,GWFM,PCN12,PCN12I,PCN1AR,PCN1BR,PCN1K,PCN2C,SLOATL,SLOATL_D,VSVNOM,WBE,WBI,WFMP,ZPCN25_D,ZT49_D,ZTLA_D,ZTNAC_D,ZWF36_D
2022-04-19 06:44:39,TAKEOFF,c2207b3de3850f5a92be953877e1d0c8a71dd2fcb7de62b4c82fafad0fc6e3f5,1.0,,22.9354172,8.65872955,,,,66.3513641,2.03830719,,,,,89.2399979,89.2399979,89.1240921,89.1277161,89.1277161,,50.8113937,0.676959991,,,,,0.0400009155,-2.0,,,
2022-05-18 02:18:26,TAKEOFF,8f8fb3683255984e762b983ad45248a5ba0cc04d2b709d777c13b4397e9687d0,1.0,,13.969346,5.6881938,,,,61.4889297,4.04671478,,,,,91.8146057,92.2600021,92.0432739,92.4807739,92.0345993,,49.1977119,1.3266716,,,,,-0.25,-4.0,,,
2022-05-23 04:04:41,CRUISE,14aa1250a60229a6f0fc62e973fe757d076f897e4bc93a4238497af4fe06a00d,0.893764019,-23.4196777,,,2.5999999,-25.3826103,638.819702,64.0058289,,137.419708,3.02316999,0.176829994,-6.28295612,84.5,84.5,,,90.6754456,92.8358383,63.9071045,,0.0,0.925939977,-0.106236003,2754.68579,0.0,-1.15002441,,7.0,-11.0231934
2022-02-21 14:51:38,TAKEOFF,05bbd9e1b6f04a78e4f66f57d6386d85e5ffb14ea07ffbc23af2866a3c53d9fb,1.0,,6.52592707,3.09380293,,,,51.6819534,-7.50541687,,,,,94.6345825,94.8799973,95.508667,95.7028275,95.4586334,,45.98769,-2.46876907,,,,,0.064994812,8.0,,,
2022-06-23 08:20:58,CRUISE,ac1401a6ef6a44145dac66c8de1c19512e9af0f373faf0307d457574c3537b89,0.893764019,-22.0784912,,,2.4000001,-23.5231819,622.178467,71.2574081,,136.078506,2.91822791,0.281771988,-5.37820816,83.4000015,83.4000015,,,90.1498108,91.9409332,66.2551422,,0.0,0.925939977,-0.106236003,2541.95142,0.0999984741,-2.59997559,,25.0,2.20458984
2022-04-24 11:52:27,TAKEOFF,5f7a3f8e38df1ec0f02364d0b5a464a3ea6d0aa87f759933cf3c2728438a11f8,1.0,,10.6160879,4.49275208,,,,37.3505859,-0.508651733,,,,,93.1100006,93.1100006,93.969986,93.9309616,93.9309616,,41.4012718,-0.160797119,,,,,0.064994812,1.0,,,
2022-05-19 21:47:17,CRUISE,0db1e84aac0adc50ad8ffbda7846413a81cf384736f1d5500304021f81d8f977,0.893764019,-18.6253052,,,2.0999999,-21.1826096,643.425293,64.2609329,,132.625305,2.6343329,0.565666974,-5.03120708,84.5999985,84.5999985,,,90.2241898,93.2723923,63.9048805,,0.0,0.925939977,-0.106236003,2855.33789,0.0,-2.54998779,,2.5,24.2509766
2022-04-14 04:03:53,TAKEOFF,17347326abdfbcd8acc523a9069dba5f770f1f65ca9b2138d4dc8d0bbccd3b76,1.0,,,,,,,67.1413956,13.6549263,,,,,90.1720963,,,,89.8719482,,48.9392509,3.98540497,,,,,0.0625,-12.9375,,,-14.75
2022-04-15 11:45:58,CRUISE,e1a063d2c5bc592ebb322e1f0f908a3239bf2fd8688ecf8d2606978506039865,1.0,13.0892334,,,,-9.69129944,616.910767,65.0084229,,70.9107971,2.60132599,-0.401326001,0.283217013,88.3799973,88.3799973,,,95.9200592,91.7482071,49.620491,,,,1.0,2632.54419,-0.060005188,-1.5,,,-8.0
2022-06-18 12:36:34,CRUISE,9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,0.893764019,-16.7660522,,,2.79999995,-24.2666702,634.966064,68.1061325,,130.766098,3.09897494,0.101025,-5.3885808,84.0,84.0,,,89.8981705,92.8062439,65.0684509,,0.0,0.925939977,-0.106236003,2677.38306,0.0499954224,5.54998779,,1.0,27.5576172
2022-07-02 21:54:01,CRUISE,5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,1.0,-4.98730516,,,,,879.862305,,,,,0.0319629982,1.64217496,99.1068802,99.1236496,,,104.39196,92.804657,,,,,0.0,2143.42139,0.226600647,-8.4375,0.0156555176,,15.25
2022-04-24 10:26:18,TAKEOFF,57853150cc5a1b88ce242b2b23c6debd1b2722bd15183f70c6ebb80768fa5722,1.0,,20.5030994,8.09851837,,,,65.4187927,5.36833191,,,,,89.2961121,89.5,89.7252808,89.9163971,89.7116165,,50.5007477,1.76864624,,,,,-0.060005188,-4.5,,,
2022-03-18 23:48:24,TAKEOFF,75f7a52561c81524430f1f2b83d40b61d4d1bdf83ab83751df31417fedba3ceb,1.0,,15.6276703,8.15410614,,,,45.2110786,1.62845993,,,,,90.8872223,91.5,93.7916489,94.2855988,93.6624146,,43.9017143,0.520210266,,,,,0.125,-2.0,,,
2022-05-15 04:10:00,TAKEOFF,14aa1250a60229a6f0fc62e973fe757d076f897e4bc93a4238497af4fe06a00d,0.885312021,,14.9807634,5.10226393,,,,67.3817673,1.28180695,,,,,85.8040161,86.5999985,86.2541809,87.037468,86.238533,,65.093483,0.425270081,,1.12435997,,,0.0999984741,-1.0,,,
2022-06-15 15:22:12,CRUISE,936373702b5cf6b56e7cebd5e02a5f203eb14421ca51f2725ade9a6f731c979c,1.0,26.6470947,,,,-13.8130417,619.352905,52.5694923,,57.3528976,2.47531605,-0.275316,0.0439350009,88.3799973,88.3799973,,,95.9200592,91.7526093,46.0605736,,,,1.0,2478.91089,0.0,5.5,,,0.0
2022-06-28 07:18:03,CRUISE,e07d33a9d7b26c38679789d8be4dd433795e890f07651c14a6f26e47184e77a9,1.0,4.17346191,,,,-16.533329,650.426514,64.0592728,,79.8265381,2.25715709,-0.0571569987,0.546670973,91.1299973,91.1299973,,,97.9516678,93.1832581,49.4987564,,,,1.0,2848.42847,0.0,-5.65002441,,,8.0
2022-07-13 16:04:34,CRUISE,2894011980ac51a79c76f529c91c260440069540ea097772b5057d16fc002819,0.835083008,-22.7156372,,,2.20000005,-22.9289856,635.015625,50.9133949,,79.7155991,1.86789,0.0321099982,-6.82677984,84.8000031,84.8000031,,,91.5208664,92.5702744,44.9484291,,0.0,1.10230994,-0.164917007,2936.39087,0.0999984741,3.04998779,,-3.5,25.3532715
2022-04-18 13:15:32,CRUISE,75f7a52561c81524430f1f2b83d40b61d4d1bdf83ab83751df31417fedba3ceb,1.0,16.7728271,,,,-15.8275375,630.227173,47.6614723,,65.2272034,1.96648502,0.133515,4.5875268,89.6299973,89.6299973,,,96.8759384,92.3766632,44.6868248,,,,1.0,2891.35815,0.0,-5.0,,,32.0
2022-07-02 21:04:00,CRUISE,d30992e9569a65764ca6f0396d90e2e4ae497927e2aae75920d6140a0d266d63,1.0,25.2775879,,,,,848.597412,,,,,-0.0534139983,3.26693106,96.6820145,96.6790009,,,101.970345,91.9006882,,,,,0.0,1996.64124,-0.03125,12.0,0.0156555176,,-1.25
2022-02-28 15:09:25,TAKEOFF,6dc714d821a73d97c06143281b622c4e45c791985425c83cf95d770d99a8feef,1.0,,,,,,,6.45125103,3.33062601,,,,,86.6282883,,,,89.5886612,,31.7262535,0.891061783,,,,,-0.0390472412,-2.9375,,,-17.375
2022-04-26 19:06:10,TAKEOFF,904ef6e2228fcd5e19e0bfeebb725e197b6a1a2ff819cf637f0255b97cf1279b,1.0,,,,,,,15.8567801,-0.475821495,,,,,88.4016418,,,,89.563591,,34.2771492,-0.130187988,,,,,-0.09375,0.9375,,,11.8149414
2022-05-08 05:15:17,CRUISE,0bdbb6fafb9f58179ffce03597371ca6084dcb1f4dfe4426eb901207f0c5b5b2,,,,,2.4000001,-23.0956497,,,,,,,,86.1999969,86.1999969,,,91.951622,,,,0.0,114.639999,-1.0,,-0.0500030518,-5.75,,-31.0,-44.0925293
2022-06-19 02:44:44,CRUISE,f0265f39ceb31d05b5ba935c2682b3281c13efa6f38b84b47a64dd244d292529,1.018803,-6.94616699,,,1.39999998,-23.0086899,653.346191,13.4590435,,63.9461708,1.43771303,0.462287009,-3.60645509,86.0,86.0,,,92.6787338,93.1692886,33.8757706,,0.0,1.34482002,0.0187999997,3103.59985,0.25,-1.40002441,,8.0,31.967041
2022-03-27 03:16:00,CRUISE,9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,0.915045023,-9.07678223,,,3.29999995,-20.2927551,569.076782,57.8810387,,123.076782,3.13765407,0.0623460002,-5.83502579,80.5999985,80.5999985,,,89.1379929,89.3442993,61.951046,,0.0,0.94798702,-0.0849549994,2577.69946,0.0499954224,6.5,,3.5,25.3530273
2022-07-15 23:29:45,TAKEOFF,bf23db5ac85aa359c82cb8a18b0d0ce406fc40272a9b009ee01d62a88d4cfc61,1.0,,,,,,,55.6097107,-12.9738388,,,,,95.6623077,,,,94.3733292,,45.5267105,-3.88929367,,,,,0.289047241,14.0,,,5.18505859
2022-04-29 21:04:30,CRUISE,936373702b5cf6b56e7cebd5e02a5f203eb14421ca51f2725ade9a6f731c979c,1.0,31.3673096,,,,-13.7420235,648.63269,46.8410759,,52.6326981,2.41136193,-0.211362004,0.756501973,90.25,90.25,,,96.3767166,93.507637,44.4238853,,,,1.0,2715.45752,0.0299987793,3.54998779,,,8.0
2022-01-19 23:07:27,CRUISE,b8f7e4972c4313a7a80e45d04532a7e549461bc38e137f9987d537bc10373935,0.893764019,-9.7409668,,,2.5999999,-21.307251,596.740967,41.3478088,,123.740967,3.187989,0.012011,-5.08102798,82.6999969,82.6999969,,,91.2094955,90.3891449,56.7378006,,0.0,0.925939977,-0.106236003,2691.92749,0.0499954224,-1.5,,7.5,1.10229492
2022-06-11 08:04:45,TAKEOFF,64d46b313edfca25be20f302932207f4d667f8e1bcae043e90c7de5cb9978e80,1.0,,,,,,,29.9782124,-1.56569099,,,,,90.4261703,,,,89.1383667,,38.1848526,-0.439750671,,,,,-0.148399353,1.125,,,2.0
2022-07-20 08:57:35,CRUISE,df30585e1be88075abd4e8335e07e4c0eebf4a4d9fff230e8d71ebd858269783,1.0,16.9279785,,,,-17.2399979,683.472046,50.8095894,,67.0719986,2.56274796,-0.362747997,-1.38539195,92.3799973,92.3799973,,,97.2593155,95.2254257,45.8673973,,,,1.0,2827.37012,0.0,-0.799987793,,,-12.0
2022-02-02 15:13:35,TAKEOFF,99126413462439f4987ef1cbca977505c42004cd7f583f7a06595c706c66873e,1.0,,11.8595486,4.92472792,,,,54.0376892,3.27577972,,,,,90.9179077,91.1299973,93.3809052,93.4909973,93.2758179,,46.7534256,1.06056976,,,,,0.0,-3.5,,,
2022-07-21 13:48:11,CRUISE,0a84df34b8e0782c223c3bef55cb85eef3f554068d2d358cd17a7fc1716cbfe0,1.0,6.49450684,,,,,734.380493,,,,,0.297244012,0.791410029,89.9673691,89.9726944,,,97.0242691,88.0356674,,,,,0.0,1912.98047,-0.0234527588,0.625,-0.0781021118,,-10.625
2022-06-22 21:52:34,TAKEOFF,967dbe8a86e92e1b19788c361a4f4766caf15d97ad6bf77a6587c33d46b179bf,0.0,,14.6792936,5.15330505,,,,38.4693184,-10.2262878,,,,,89.8501434,90.5,88.1826935,88.891716,88.2501907,,55.7285957,-3.28664017,,,,,0.0999984741,9.0,,,
2022-01-30 04:34:31,CRUISE,83dd5ba4ee2f515b83c6f09ffd7268f0a389b6303f0bf3a721afe7e634f87dd4,1.0,32.8902588,,,,,730.359741,,,,,0.347674996,6.14106512,89.9042892,89.9232254,,,97.3951645,87.76297,,,,,0.0,1895.23254,-0.0859451294,7.1875,-0.0469017029,,33.4349365
2022-06-20 04:54:49,CRUISE,f648cc7c0eca92a230aab5023ca2321f29be8ae4dfea5571d0fb53db16892e69,0.915045023,-11.6185303,,,1.89999998,-24.8347816,639.11853,58.9005051,,125.6185,2.81242704,0.387573004,-5.02909613,84.4000015,84.4000015,,,90.233078,93.0394058,62.2335587,,0.0,0.94798702,-0.0849549994,2855.27441,0.0499954224,1.54998779,,-7.0,1.10229492
2022-06-09 13:24:07,TAKEOFF,d74ae6e72e9c56afba1190e583521073f567ea4e6739e7f4ca60c55a50bf1c2a,0.191126004,,11.9888229,4.08212996,,,,67.879364,-9.27326202,,,,,88.0654221,88.6999969,88.1112747,88.7442474,88.1094284,,65.2590408,-3.14063263,,0.242507994,,,0.0,9.5,,,
2022-06-16 21:47:18,CRUISE,64d46b313edfca25be20f302932207f4d667f8e1bcae043e90c7de5cb9978e80,1.0,20.3834229,,,,,741.491577,,,,,0.323089987,2.81870508,90.65728,90.6500092,,,98.4375916,87.7844772,,,,,0.0,1715.88428,-0.117195129,-0.9375,0.0156478882,,-15.375
2022-06-18 10:58:51,CRUISE,f0265f39ceb31d05b5ba935c2682b3281c13efa6f38b84b47a64dd244d292529,1.018803,-3.37335205,,,0.699999988,,658.17334,8.38402176,,60.3733482,1.15156102,0.748439014,-2.70657492,86.8000031,86.8000031,,,93.9579239,93.2024384,32.3961716,,0.0,1.34482002,0.0187999997,3373.99976,0.299995422,0.850036621,,7.5,40.7856445
2022-05-06 20:53:20,CRUISE,ed163ff56745c53c98f72a1f2d2b989f7472e9231378c7806d55744cb383dfa0,1.0,30.3282471,,,,,751.046753,,,,,-0.543184996,-0.207831994,90.8593979,90.8647156,,,97.5298691,88.6478348,,,,,0.0,1857.73096,-0.3125,7.8125,-0.03125,,-14.625
2022-02-19 22:57:06,CRUISE,fe759113cfa45ce9cad9492a6897533321bf6498a7149afef385a943bec2f24a,0.868484974,-17.9946899,,,2.5,-18.9014473,592.294678,,,74.9946976,2.19220591,-0.292205989,-8.00484467,82.9000015,82.9000015,,,91.7107391,90.2637558,,,0.0,1.14639997,-0.131514996,3005.14746,-0.0999984741,-2.39996338,,1.5,-24.2507324
2022-07-10 00:18:11,CRUISE,8c97da4bc8feab053617a7323564a5bd3ea7a4c12d2ec94dcefc74dd5c2e9053,1.0,5.46386719,,,,,812.161133,,,,,-0.0042150002,2.60763693,94.3289413,94.3334122,,,100.040474,90.6925125,,,,,0.0,1889.47925,-0.296852112,-16.5,0.0156478882,,8.375
2022-03-02 00:04:25,CRUISE,1627d385f689d2145daa7c859b7cb6095e7dac0420a40c4b3094e1b5b9cd3f19,1.0,25.9693604,,,,,751.28064,,,,,0.574733973,1.93756902,92.0439758,92.1035843,,,101.200035,87.3856659,,,,,0.0,1697.11719,0.0234451294,7.125,-0.0468521118,,-9.56005859
2022-04-30 04:23:49,CRUISE,6dc714d821a73d97c06143281b622c4e45c791985425c83cf95d770d99a8feef,1.0,15.0786133,,,,,694.046387,,,,,0.0816780031,4.29488087,87.3512039,87.3133469,,,94.3475494,86.7851334,,,,,0.0,1772.61816,0.023399353,0.9375,0.03125,,-7.06005859
2022-06-03 15:07:56,TAKEOFF,9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,0.0,,23.4466362,8.21595764,,,,52.1723785,-5.25213623,,,,,84.9353714,85.3000031,83.8228226,84.2155304,83.8545761,,60.1055374,-1.71499252,,,,,0.0,4.5,,,
2022-04-29 07:04:10,CRUISE,9c8cd934ffbca8d075e1c2b0e70015dff7ee31e54ead92a33a972c9aa2aedfa3,0.957605004,-14.6401367,,,3.5,-20.7115936,590.640137,65.2791138,,128.640106,2.98369789,0.216302007,-7.22993517,81.3000031,81.3000031,,,87.4753265,91.2027283,64.2065582,,0.0,0.99207902,-0.0423949994,2972.92017,0.0999984741,8.0,,2.5,25.3532715
2022-02-17 19:15:54,CRUISE,b89b5e1fea12a0ab78c29ca87649bf2687f1558dd0e67c93036996e81d7438c5,1.0,27.4976807,,,,,722.877319,,,,,-0.115289003,5.0147891,90.1029587,90.0553665,,,99.1112366,86.7103882,,,,,0.0,1696.54199,-0.273399353,8.9375,-0.3125,,24.6849365
2022-07-17 04:38:34,TAKEOFF,0a84df34b8e0782c223c3bef55cb85eef3f554068d2d358cd17a7fc1716cbfe0,1.0,,,,,,,56.9192085,2.1777916,,,,,90.2157669,,,,88.9597549,,45.910717,0.636936188,,,,,-0.070350647,-2.375,,,-82.3100586
2022-07-05 14:20:41,CRUISE,88a5b305e53116af2f6cfca0631bf93068d643e105cd4789b0f4cc061b25403c,1.0,5.00024414,,,,,830.124756,,,,,-0.252548993,1.06456494,96.0674591,96.0843582,,,102.321922,91.0003662,,,,,0.0,2006.5094,-0.0703048706,-3.8125,-0.0625,,-54.3751221
2022-01-25 23:45:01,CRUISE,028863d05727f3cd71c448ce2a814b88b7b0be149446550245316b1ccfc3eb29,0.915045023,-7.54931593,,,2.9000001,-20.8300095,599.549316,55.6596107,,121.549316,3.58493996,-0.384939998,-6.16834784,82.3000031,82.3000031,,,89.4149704,91.1508789,61.3197784,,0.0,0.94798702,-0.0849549994,2824.15356,-0.0500030518,0.0,,0.5,-13.2277832
2022-04-28 23:42:33,CRUISE,ebfab3e1c5709cd1c128c5549c28885a6aff8edf3d6af0ddb45db92085418ac3,1.0,28.3914795,,,,-13.9557114,610.608521,51.39621925,,55.6084976,2.63788891,-0.43788901,-0.192958996,88.0,88.0,,,95.9666672,91.2797012,45.81303405,,,,1.0,2580.98022,0.0,6.5,,,-8.0
2022-05-24 03:37:36,TAKEOFF,f648cc7c0eca92a230aab5023ca2321f29be8ae4dfea5571d0fb53db16892e69,0.885055006,,14.3999901,4.93193817,,,,54.8724899,-2.27541351,,,,,86.3019257,86.8000031,86.6483994,87.1354523,86.6359482,,60.9808884,-0.742607117,,1.12435997,,,0.100006104,2.0,,,
2022-06-21 23:18:08,CRUISE,1819a0718e6095843ca50719198ddeab3ab14235140dcfe7c3097197329a20ea,0.893764019,-17.5458984,,,2.0,-24.2666702,631.945923,73.3254395,,131.545898,2.97065902,0.229341,-6.60116386,83.8000031,83.8000031,,,89.7217865,92.6874313,66.7704849,,0.0,0.925939977,-0.106236003,2657.84888,-0.0999984741,-3.15002441,,2.0,-16.534668
2022-04-14 03:29:52,TAKEOFF,05bbd9e1b6f04a78e4f66f57d6386d85e5ffb14ea07ffbc23af2866a3c53d9fb,1.0,,11.6499548,4.68689013,,,,56.781105,-4.80807495,,,,,92.2875366,92.5,92.8123932,93.0044327,92.791275,,47.6494026,-1.58863831,,,,,-0.060005188,7.5,,,
2022-02-13 15:41:43,CRUISE,ed163ff56745c53c98f72a1f2d2b989f7472e9231378c7806d55744cb383dfa0,1.0,36.2895508,,,,,742.835449,,,,,-0.367614001,1.36751103,89.9928284,90.0222778,,,96.715683,88.2285995,,,,,0.0,1630.07849,-0.15625,-7.6875,-0.0469017029,,-21.1900635
2022-06-02 15:45:51,TAKEOFF,8bfd649e45c2b6d948b50e9ece01441a28f8cbe0f68849254b0019b1bfa23c03,1.0,,,,,,,29.0625458,0.421852112,,,,,90.1876984,,,,89.5311737,,37.9285965,0.117881775,,,,,0.125,0.125,,,-2.25
2022-02-01 15:41:05,TAKEOFF,67d35c2a37117d64de078579db9365cbc5f0f000e88b8cc9c825c5f4a1eefd94,1.0,,14.1389532,5.67680407,,,,24.8027782,0.548265457,,,,,90.5531921,90.8799973,91.9602051,92.2374344,91.9071198,,37.4842033,0.169002533,,,,,0.0,0.5,,,
2022-02-23 15:43:23,CRUISE,6dc714d821a73d97c06143281b622c4e45c791985425c83cf95d770d99a8feef,1.0,23.9399414,,,,,735.310059,,,,,0.425633997,4.35750294,90.466217,90.5012665,,,98.7927246,87.4012146,,,,,0.0,1726.03784,0.0,-0.8125,0.0,,-13.5
2022-02-24 20:01:33,CRUISE,0db1e84aac0adc50ad8ffbda7846413a81cf384736f1d5500304021f81d8f977,0.893764019,-14.3248291,,,2.20000005,-21.2666702,631.324829,58.5422096,,128.324799,2.77188993,0.428110003,-5.25580311,83.9000015,83.9000015,,,90.1647186,92.5039825,62.1613693,,0.0,0.925939977,-0.106236003,2668.97607,0.0499954224,-1.5,,1.5,23.1484375
